epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.5751,1.75822,1.62686,0.91796,0.8587,0.1323,0.17149,0.06611,1.90391,2.12309,0.95962,0.070375,0.00329167,0.00329167
2,31.5484,1.59511,0.98057,0.88608,0.56466,0.34201,0.23535,0.1195,1.57289,1.35957,0.88025,0.0402876,0.00653755,0.00653755
3,46.3286,1.64483,0.95888,0.88896,0.06867,0.12513,0.03967,0.0088,3.52433,5.76211,1.36239,0.0101121,0.00969543,0.00969543
4,60.7431,1.57458,0.93976,0.88523,0.65952,0.33279,0.29916,0.15046,1.45046,2.07838,0.86705,0.009604,0.009604,0.009604
5,75.197,1.49628,0.86846,0.86992,0.80953,0.42916,0.47332,0.26322,1.34289,0.90649,0.85998,0.009472,0.009472,0.009472
6,89.8182,1.43458,0.82094,0.86756,0.38452,0.39869,0.39668,0.21008,1.28152,1.02719,0.85368,0.00934,0.00934,0.00934
7,104.145,1.35703,0.76423,0.84973,0.62888,0.50232,0.5547,0.34158,1.20375,0.8173,0.84017,0.009208,0.009208,0.009208
8,118.595,1.4232,0.77375,0.85895,0.65637,0.58151,0.62087,0.34513,1.25503,0.82116,0.85316,0.009076,0.009076,0.009076
9,133.014,1.34398,0.74725,0.85936,0.75842,0.693,0.74771,0.45824,1.15786,0.71094,0.84135,0.008944,0.008944,0.008944
10,147.231,1.30537,0.72795,0.84725,0.58173,0.61452,0.52844,0.32976,1.18863,0.80251,0.8389,0.008812,0.008812,0.008812
11,161.815,1.26398,0.70428,0.84194,0.69485,0.60946,0.65905,0.41199,1.12647,0.7217,0.83352,0.00868,0.00868,0.00868
12,176.136,1.24827,0.68881,0.84035,0.76762,0.72559,0.79841,0.46908,1.09788,0.66703,0.83097,0.008548,0.008548,0.008548
13,190.507,1.21202,0.66644,0.83744,0.78947,0.66092,0.7421,0.46797,1.01656,0.64733,0.82021,0.008416,0.008416,0.008416
14,204.879,1.19822,0.65445,0.83398,0.80211,0.70846,0.81542,0.52332,1.05558,0.65006,0.82272,0.008284,0.008284,0.008284
15,219.194,1.17938,0.64718,0.83471,0.78905,0.68564,0.78697,0.4979,0.98456,0.64458,0.81915,0.008152,0.008152,0.008152
16,233.495,1.22215,0.65905,0.83149,0.69431,0.59346,0.65811,0.39802,1.13685,0.71234,0.83385,0.00802,0.00802,0.00802
17,248.138,1.22207,0.64958,0.83465,0.81552,0.75819,0.83895,0.53125,1.08279,0.6207,0.82535,0.007888,0.007888,0.007888
18,262.423,1.16913,0.62206,0.82909,0.85366,0.74334,0.84908,0.56043,0.97552,0.56971,0.81445,0.007756,0.007756,0.007756
19,276.769,1.16205,0.60944,0.82742,0.78966,0.73596,0.81126,0.49574,1.09754,0.59688,0.83318,0.007624,0.007624,0.007624
20,291.224,1.12608,0.5968,0.82566,0.87807,0.78931,0.88553,0.59535,0.93025,0.54304,0.81142,0.007492,0.007492,0.007492
21,305.486,1.14121,0.60059,0.82558,0.8093,0.78428,0.85503,0.57252,0.98576,0.5945,0.81906,0.00736,0.00736,0.00736
22,319.685,1.10503,0.58785,0.82461,0.81119,0.78036,0.85532,0.54164,1.05259,0.58011,0.8191,0.007228,0.007228,0.007228
