epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.1356,1.75399,1.60727,0.9168,0.67314,0.24818,0.2617,0.12332,1.63339,1.59564,0.89467,0.0700985,0.00301517,0.00301517
2,32.6673,1.68772,1.0204,0.88893,0.46324,0.14682,0.06164,0.01934,3.23337,4.27477,1.18241,0.0397384,0.0059884,0.0059884
3,47.6146,1.70205,1.00956,0.89603,0.38606,0.35862,0.37115,0.19983,1.44831,1.03492,0.88267,0.00929768,0.00888102,0.00888102
4,62.4805,1.65043,0.94868,0.89288,0.68389,0.3742,0.31576,0.1484,1.59895,2.07196,0.89667,0.00879726,0.00879726,0.00879726
5,77.2585,1.53739,0.88133,0.87651,0.50272,0.56221,0.53596,0.3059,1.28321,0.90048,0.85302,0.00867635,0.00867635,0.00867635
6,91.8009,1.43403,0.82011,0.86456,0.508,0.44787,0.44006,0.23697,1.49331,1.11134,0.89582,0.00855544,0.00855544,0.00855544
7,106.532,1.40371,0.79148,0.85793,0.76726,0.53265,0.63931,0.35642,1.31347,0.78958,0.85786,0.00843453,0.00843453,0.00843453
8,121.158,1.39945,0.77566,0.85717,0.68154,0.57127,0.63002,0.38266,1.17661,0.78396,0.84274,0.00831362,0.00831362,0.00831362
9,135.514,1.32194,0.73005,0.85105,0.7252,0.70295,0.73804,0.45597,1.1656,0.70087,0.83474,0.0081927,0.0081927,0.0081927
10,150.126,1.33924,0.72017,0.84892,0.57354,0.68875,0.56331,0.33364,1.25821,0.87024,0.84219,0.00807179,0.00807179,0.00807179
11,164.575,1.29112,0.703,0.84501,0.76828,0.67587,0.72932,0.45081,1.15352,0.7179,0.82952,0.00795088,0.00795088,0.00795088
12,179.16,1.2709,0.68089,0.84122,0.8285,0.70162,0.80358,0.50566,1.10592,0.6437,0.82785,0.00782997,0.00782997,0.00782997
13,193.884,1.26307,0.68654,0.83985,0.69125,0.76468,0.77389,0.46787,1.14668,0.71179,0.84113,0.00770906,0.00770906,0.00770906
14,208.331,1.23714,0.66296,0.83831,0.73084,0.70775,0.75349,0.46212,1.11826,0.67349,0.8283,0.00758814,0.00758814,0.00758814
15,223.064,1.22743,0.66464,0.83907,0.79004,0.64786,0.76841,0.47925,1.09022,0.66383,0.82742,0.00746723,0.00746723,0.00746723
